group,item_id,stratum,court,year,gold,lexical,issue,passage
context broke it,512429-0,PLAIN,ca8,1988,UNRESOLVED,UNRESOLVED,whether a party may revoke its Rule 68 offer of judgment. 6,"the contrary. 14 Because Amoco intended to include attorney fees in its November 18 offer of $525,000, its November 19 offer did not constitute a modification or, as a result, a revocation of the earlier offer, 4 but only a clarification. 5 Thus, we [[need not reach]] the issue the District Court addressed of whether a party may revoke its Rule 68 offer of judgment. 6 15 Assuming arguendo that Rule 68 prohibits the revocation of an offer of judgment, we believe that courts should be hesitant to characterize as revocations offeror communications that cl"
context broke it,148155-1,PLAIN,ca11,2010,UNRESOLVED,UNRESOLVED,whether a defendant has a duty to investigate the necessary jurisdictional facts within the first thirty days of receiving an indeterminate complaint,"court, cannot be what Congress had in mind when it enacted § 1446.23 3. Summary To summarize, Lowery is a case in which the removal arose under the second paragraph of 28 U.S.C. § 1446(b). While some of the language in the 23 We need not decide, and [[do not purport to decide]] , whether a defendant has a duty to investigate the necessary jurisdictional facts within the first thirty days of receiving an indeterminate complaint. District courts in our circuit are split on this issue. Compare, e.g., Kuhn v. Brunswick Corp., 871 F. Supp. 1444, 1446 (N.D. Ga. 1994); and Richma"
context broke it,205784-0,PLAIN,ca2,2011,UNRESOLVED,UNRESOLVED,"whether allegations of emotional and psychological harm would *647 establish compensable injury in a First Amendment retaliation claim. [9] Zherka did allege both, but in a most cursory fashion","ified, the claim may proceed. Allegations of loss of business or some other tangible injury as a result of a defendant's statements would suffice to establish concrete harm. But the presumed injury of New York's theory of per se defamation is inadequate. We [[need not decide]] if allegations of emotional and psychological harm would *647 establish compensable injury in a First Amendment retaliation claim. [9] Zherka did allege both, but in a most cursory fashion. As pleaded, the allegations are insufficient to establish facial plausibility under the standard set by Bell"
context broke it,167373-0,H1,ca10,2006,UNRESOLVED,UNRESOLVED,whether the regulations of the trucking industry in Kansas performed the two basic functions of a warrant” as Burger requires,"dustry and that the Kansas regulatory *1245 scheme applicable to those motor carriers properly permits state troopers to stop commercial vehicles randomly for inspection. See United States v. Burch, 153 F.3d 1140, 1142 (10th Cir.1998) (“assum[ing] [[without deciding]] that the regulations of the trucking industry in Kansas performed the two basic functions of a warrant” as Burger requires); Seslar, 996 F.2d at 1063 n. 3 (“assum[ing], without holding, that Kansas closely regulates the motor carrier industry and that the Kansas regulatory scheme satisf"
context broke it,c78053-0,CTRL_HOLD,ca11,2008,DECIDED,DECIDED,our prior Opinion and substitute the following revised Opinion in its place,"the Appellee's timely petition for rehearing en banc requesting that we reconsider our previous Opinion dated June 26, 2007, published at 490 F.3d 820, reversing the judgment of the District Court and remanding the case. Upon reconsideration of that Opinion, [[we vacate]] our prior Opinion and substitute the following revised Opinion in its place. The issue before the Court is whether the District Court erred when it refused to vacate a Florida state court's order enjoining Appellant Tampa Sports Authority's (the ""Authority"") policy of conducting patdown searches"
context broke it,9806863-0,PLAIN,ca11,2015,UNRESOLVED,UNRESOLVED,"a decision on that question, however, to decide this case, which comes to us on appeal from a bench trial","sdiction as a result. We have jurisdiction over the appeal pursuant to 28 U.S.C. § 1291. . The parties dispute whether a material-misrepresentation claim under the doctrine of uberrimae fidei must be pleaded with particularity. See Fed.R.Civ.P. 9(b). We [[need not reach]] a decision on that question, however, to decide this case, which comes to us on appeal from a bench trial. . The parties have stipulated that O’Neill paid $225,000 to fund the repairs recommended by the Price survey report. . The District Court heard the following exchange at trial betw"
context broke it,217666-7,H2,ca1,2011,UNRESOLVED,UNRESOLVED,"whether the district court was correct in finding that the August 2009 revisions to VOAW's websites ""at least theoretically increased"" the likelihood of confusion in the U.S. market, Voice of the Arab","show significant negotiations after 2006. Accordingly, we find that Medical News Now's business dealings with VOAW (particularly, the banner rental in 2005 and 2006), combined with its delay in seeking injunctive relief, indicate acquiescence. Furthermore, [[assuming without deciding]] that the district court was correct in finding that the August 2009 revisions to VOAW's websites ""at least theoretically increased"" the likelihood of confusion in the U.S. market, see Voice of the Arab World, Inc., 2010 WL 661048, at *3, 2010 U.S. Dist. LEXIS 16981, at *10, we find, as further expl"
context broke it,380955-0,H1,ca1,1980,UNRESOLVED,UNRESOLVED,whether the distinction between a complete and partial closing recognized in Textile Workers is significant in a mandatory bargaining case,"employer to bargain concerning a purely business decision to terminate his enterprise. Cf. Fibreboard Paper Products Corp. v. Labor Board, 379 U.S. 203, 85 S.Ct. 398, 13 L.Ed.2d 233."" Id. at 267 n. 5, 85 S.Ct. at 998. Since the issue is not before us, we [[express no opinion]] as to whether the distinction between a complete and partial closing recognized in Textile Workers is significant in a mandatory bargaining case. 7 The dissent maintains that despite our purported rejection of a per se rule favoring the imposition of the duty to bargain, in effect one has"
context broke it,8463040-0,PLAIN,ca9,2009,UNRESOLVED,UNRESOLVED,this contention because he raises it for the first time in his opening brief,".S.C. § 2254(d)(1); see also Strickland v. Washington, 466 U.S. 668, 694, 104 S.Ct. 2052, 80 L.Ed.2d 674 (1984). Dietrich also contends that his attorney should have done more to combat pressure placed on him to plead guilty by his fellow church members. We [[decline to address]] this contention because he raises it for the first time in his opening brief. See Allen v. Ornoski, 435 F.3d 946, 960 (9th Cir.2006). AFFIRMED. This disposition is not appropriate for publication and is not precedent except as provided by 9th Cir. R. 36-3."
context broke it,r781807-0,CTRL_RAND,ca9,2003,DECIDED,DECIDED,"a bankruptcy court's decision is final, under 28 U.S.C. § 158(d) is a question of law reviewed de novo","e to the BAP and order the BAP to consider the appeal on the merits. The City contends that this court is without jurisdiction. STANDARDS OF REVIEW 10 We review our own jurisdiction de novo. Miller v. Commissioner, 310 F.3d 640, 642 (9th Cir.2002). [[Whether]] a bankruptcy court's decision is final, under 28 U.S.C. § 158(d) is a question of law reviewed de novo. Alexander v. Compton (In re Bonham), 229 F.3d 750, 760-61 (9th Cir.2000). WAIVER 11 The City argues that Silver Sage waived the argument that the bankruptcy court's denial of the motio"
context broke it,1479136-0,PLAIN,ca1,1936,UNRESOLVED,UNRESOLVED,"the case on that ground, that there is an allegation in each complaint which may be inconsistent with its right to invoke the aid of a court of equity, viz","d by the Berry Company for the purpose of removing them from the jurisdiction of the court and compel *859 the plaintiffs to resort to a foreign judgment for satisfaction. It may be noted in passing, however, though no point is made of it in argument and we [[do not decide]] the case on that ground, that there is an allegation in each complaint which may be inconsistent with its right to invoke the aid of a court of equity, viz.: That the plaintiffs were, when injured, lawfully on property owned by and under the control of the defendant situated in the town of Tiverton"
context broke it,2972176-1,PLAIN,ca6,2005,UNRESOLVED,UNRESOLVED,whether the general propriety of disclosing jury-room notes to counsel. 11 The parties devote substantial space to Anderson v,"mere effort to inform the parties of the minimum damages that would have survived a new-trial motion, based on the evidence presented in Trial No. 2, did not require recusal. 10 As no party asserts that the district judge’s action was actually improper, we [[express no opinion]] on the general propriety of disclosing jury-room notes to counsel. 11 The parties devote substantial space to Anderson v. Sheppard, 856 F.2d 741 (6th Cir. 1988), an earlier recusal case. However, as the extreme and extensive comments in Anderson were wholly different from those involved here, And"
context broke it,3050062-0,PLAIN,ca9,2007,UNRESOLVED,UNRESOLVED,whether the claim that the resource management plan will adversely affect Indian cul- tural resources,"nmental impact statement was inadequate because it only superficially examined the sociological and cultural effect of coal bed methane develop- ment on the tribe. We review these claims de novo, because the district court granted summary judgment.32 [7] We [[need not reach]] the merits of the claim that the resource management plan will adversely affect Indian cul- tural resources. Neither the plan nor the partial injunction can affect any Indian cultural resources, because no actual devel- erly considered the usual equitable factors and imposed “interim mea- sures” a"
context broke it,772187-0,H1,ca2,2001,UNRESOLVED,UNRESOLVED,whether a different balancing of the relevant interests would not also be permissible,"e union to demonstrate continued support, is a complicated matter of federal labor relations policy. Given the Board's authority and expertise in this area, as well as relevant case law, we have no basis for disturbing its current approach to this problem. We [[express no opinion]] as to whether a different balancing of the relevant interests would not also be permissible. 10 In view of this authority, we find unpersuasive respondent's reliance on two other Board decisions, both over twenty-five years old, declining to find successorship in circumstances that were, i"
context broke it,3032287-0,H2,ca9,2005,UNRESOLVED,UNRESOLVED,"whether Scott engaged in the unauthorized practice of law, whether the unauthorized practice of law itself is a violation of § 110, or whether the unauthorized practice of law constitutes fraudu- lent","constitutionally vague or overbroad and that it does not violate the First Amendment. Finally, we affirm the bank- ruptcy court’s findings that Judith Scott violated § 110 by engaging in deceptive or unfair conduct and by charging excessive fees.2 However, we [[express no opinion]] on whether Scott engaged in the unauthorized practice of law, whether the unauthorized practice of law itself is a violation of § 110, or whether the unauthorized practice of law constitutes fraudu- lent, deceptive or unfair conduct under § 110. I BACKGROUND A. Facts Appellant Judith Scott"
context broke it,3033696-0,H1,ca8,2004,UNRESOLVED,UNRESOLVED,whether the district court properly decided that Xcel’s claims against Commissioner Tinklenberg violated the Eleventh Amendment under the reasoning of Penn *1058 hurst v,"e Franchise Agreement. As discussed above, however, the district court correctly found that § 7 does not provide for compensation under these circumstances.' Thus, there was no unconstitutional taking. F. Commissioner Tinklenberg Finally, it is [[not necessary to reach]] the issue of whether the district court properly decided that Xcel’s claims against Commissioner Tinklenberg violated the Eleventh Amendment under the reasoning of Penn *1058 hurst v. Halderman, 465 U.S. 89, 104 S.Ct. 900, 79 L.Ed.2d 67 (1984). Analysis of whether Tinklenberg was a"
context broke it,495062-0,H2,ca3,1987,UNRESOLVED,UNRESOLVED,"the question, it appears that Excelsior may have waived the contention that expansion from freezing constitutes water damage by not raising it until closing argument","mative defense, not a theory of the Ereolanis’ recovery. Thus the burden of establishing facts within the exclusion rested with Excelsior and it could not therefore have been prejudiced by a late assertion of the Ercolanis’ legal position. Indeed, although we [[do not decide]] the question, it appears that Excelsior may have waived the contention that expansion from freezing constitutes water damage by not raising it until closing argument. Throughout the trial, Excelsior contended that the collapse was caused by “hydrostatic pressure,” and thus fell within exclusi"
context broke it,203886-1,H2,ca1,2009,UNRESOLVED,UNRESOLVED,whether Santiago was unfairly prejudiced by the newspaper piece and the incident involving his wife; whether,"interrupt and delay trial proceedings, and consequently we hold that neither defendants' constitutional nor their statutory rights under the Speedy Trial Act were offended here. [9] Because we are remanding for a new trial on the juror misconduct issue, we [[need not reach]] whether Santiago was unfairly prejudiced by the newspaper piece and the incident involving his wife; whether the district court erred in denying Oliveras's request for a jury instruction on the defense of public authority; and whether it committed an error in sentencing Bristol. III. Conclusio"
context broke it,317141-0,PLAIN,ca9,1974,UNRESOLVED,UNRESOLVED,whether Rule 60(b) provides an independent and adequate basis for reopening the record under the facts of this case,"permit the trial judge to rule both on questions of fact and questions of law surrounding the 30-day letter. This quite obviously necessitated re-opening the record. Viewing our remand order as sufficiently broad to sustain the actions of the trial judge, we [[express no opinion]] on whether Rule 60(b) provides an independent and adequate basis for reopening the record under the facts of this case. (b) Timely filing with Commission The relevant portion of Section 706(d) of Title VII of the 1964 Civil Rights Act 2 provided that an unlawful employment prac"
context broke it,9433744-0,H1,scotus,1999,UNRESOLVED,UNRESOLVED,"whether, as a matter of law, the 1996 Act requires the FCC to apply that standard; it may be that some other standard would provide an equivalent or better criterion for the limitation upon network-el","251(d)(2) codifies something akin to the “essential facilities” doctrine of antitrust theory, see generally 3A P. Areeda & H. Hovenkamp, Antitrust Law ¶¶ 771-773 (1996), opening up only those “bottleneck” elements unavailable elsewhere in the marketplace. We [[need not decide]] whether, as a matter of law, the 1996 Act requires the FCC to apply that standard; it may be that some other standard would provide an equivalent or better criterion for the limitation upon network-element availability that the statute has in mind. But we do agree with the incumbents that the Act r"
context broke it,158241-0,H2,ca10,1999,UNRESOLVED,UNRESOLVED,"whether lodging, isolated from Keystone’s overall business, constitutes recreation within the meaning of § 213(b)(29","operations, see ApltApp. at 741-56, the contentions that lodging is not “recreation” and that Congress did not intend the FLSA’s recreational establishment exemption to extend to full-service resorts represent the crux of Plaintiffs’ challenge. We [[need not decide]] whether lodging, isolated from Keystone’s overall business, constitutes recreation within the meaning of § 213(b)(29). Rather, our inquiry centers on whether lodging and other services like restaurants and retail shops, viewed in the context of Keystone’s operations on or near national forest land,"
context broke it,606071-1,PLAIN,ca8,1993,UNRESOLVED,UNRESOLVED,whether the merits of the trial court's analysis of the obligations associated with that paragraph,"lieve that the language of the health care insurance contract is plain in this respect and, if interpreted in any other way, would be inexplicably duplicative. 11 We are not sure why the trial court focused exclusively on the second paragraph, and we [[express no opinion]] on the merits of the trial court's analysis of the obligations associated with that paragraph. We believe, however, that the first paragraph quoted above controls the resolution of this case. III. 12 It is undisputed that Kristin McIntosh is a ""Covered Person"" under the health care insur"
context broke it,770562-0,H1,ca7,2000,UNRESOLVED,UNRESOLVED,whether this constitutes an excessive fine or causes some other injury,",254.76, 51 F.3d 207, 211 (9th Cir. 1995) (""[T]he substitute assets provision of the criminal forfeiture statute is merely another mechanism for collecting a judgment against the defendant criminal . . . .""). Because Baker does not assign this as an error, we [[do not reach]] the question of whether this constitutes an excessive fine or causes some other injury. III. Conclusion 63 Because the indictment did not make the commission of acts of prostitution material to the money laundering and conspiracy counts, it is not ""plainly obvious"" that the indictment wa"
context broke it,201510-0,PLAIN,ca1,2005,UNRESOLVED,UNRESOLVED,"whether the motion to dismiss was late, the district court, by considering the motion to dismiss, at least implicitly excused its alleged tardiness and we would not find an abuse of discretion in its ","to excuse his own forfeiture in order to assert this waiver bar against the defendantappellee. Perry proffers no justifiable ground for his failure to allege untimeliness and waiver below. On plain error review, we refuse Perry’s request that we find waiver. [[Assuming without deciding]] that the motion to dismiss was late, the district court, by considering the motion to dismiss, at least implicitly excused its alleged tardiness and we would not find an abuse of discretion in its doing so."
